86.23	7629	20	A man is in a hotel lobby.<br>He wants to ask the clerk a question.<br>As he turns to go to the front desk, he accidentally bumps into a woman beside him and as he does, his elbow goes into her breast.<br>They are both startled and he says, "Ma'am, if your heart is as soft as your breast, I know you'll forgive me."<br>She replies, "if your penis is as hard as your elbow, I'm in room 1221."
80.99	739	21	A teacher asks her students to give her a sentence with the word "fascinate" in it.<br>A little girl says, "Walt Disney World is fascinating."<br>The teacher says, "No, I said, fascinate."<br>Another little girl says, "There's so much fascination when it comes to sea life."<br>The teacher again says, "No, the word is fascinate."<br>Little Johnny yells from the back of the room, "My mom has such big boobs that she can only fasten eight of the 10 buttons on her shirt."
82.32	131	22	There was this couple who had been married for 50 years.<br>They were sitting at the breakfast table one morning when the old gentleman said to his wife, "Just think, honey, we've been married for 50 years." <br>"Yeah," she replied,<br>"Just think, fifty years ago we were sitting here at this breakfast table together."<br>"I know," the old man said, "We were probably sitting here naked as jaybirds fifty years ago."<br>"Well," Granny snickered, "What do you say...should we get naked?" <br>Where upon the two stripped to the buff and sat down at the table. <br>"You know, honey," the little old lady breathlessly replied, "My nipples are as hot for you today as they were fifty years ago."<br>"I wouldn't be surprised," replied Gramps. "One's in your coffee and the other is in your oatmeal."
65.86	234	23	Yo Mama so fat when she went to the movies she sat next to everyone.
69.34	54	24	Linux is like wigwam: no Gates, no Windows and Apache inside.
51.83	68	25	Yo mama is so black when she went outside the street lights turned on!
83.71	514	26	Don’t steal, don’t lie and don’t cheat.<br>The government hates competition.
78.61	725	27	Facebook is like a fridge.<br>Even when u know there's nothing new going on, u still go on & check it every 10 minute.
71.33	254	28	My family says I talk in my sleep but nobody at work has ever mentioned it.
29.77	365	29	We love Facebook but we hate the face of book.
85.21	982	30	Wikipedia: I know everything! <br>Google: I have everything! <br>Facebook: I know everybody! <br>Internet: Without me you are nothing!<br>Electricity: Keep talking bitches!
59.34	179	31	Guy comes up the hill, look up to the sky and yells, "God, I want to hear your opinion! Is Facebook harmful?"<br>And response from heaven, "A moment, I just finish this status.."
88.13	4364	32	An old Arab lived close to New York City for more than 40 years. <br>He would have loved to plant potatoes in his garden, but he is alone, old and weak. <br>His son is in college in Paris, so the old man sends him an e-mail. <br>He explains the problem: "Beloved son, I am very sad, because I can't plant potatoes in my garden. I am sure, if only you were here, you would help and dig up the garden for me. I love you, Your Father." <br>The following day, the old man receives a response e-mail from his son: "Beloved Father, please don't touch the garden. It's there that I have hidden 'the THING'. I love you, too, Ahmed" <br>At 4pm the US Army, The Marines, the FBI, the CIA and the Rangers visit the house of the old man, take the whole garden apart, search every inch, but can't find anything. Disappointed they leave the house. <br>A day later, the old man receives another e-mail from his son. "Beloved Father, I hope the garden is dug up by now and you can plant your potatoes. That's all I could do for you from here. I love you, Ahmed."
72.13	527	33	Boyfriend: Do you think my salary is sufficient for you? <br>Girlfriend: It’s sufficient for me but how will you survive?
32.62	25	34	Men are like buses. <br>One comes every 15 minutes.
83.43	299	35	My wifi suddenly stop working then I realized that my neighbors have not paid the bill. <br>How irresponsible people are.
76.05	1125	36	Did anyone ever notice that "STUDYING" is a mixture of STUDY and DYING?
53.15	46	37	"Why cant you play cards in the jungle?"<br>"Because theres to many cheetahs."
70.87	361	38	Dad shouts: "Stop watching porn, I can hear it in my room!"<br>Son: "Dad.. I'm not watching porn, that is Maria Sharapova playing Tennis!"
75.85	189	39	A woman yells to a blonde walking along a river, "How do I get on the other side!?" <br>The blonde says, "You are on the other side!"
53.78	29	40	Four men were stranded in a desert. <br>Suddenly, 1 of them died. <br>The other 3 decided that the only way to survive was to eat the dead body. <br>The 1st man said, "I support Liverpool, so I'll eat his liver." <br>The 2nd man said, "I support Manchester, so I'll eat his chest." <br>The 3rd man said, "I support Arsenal... but I'm not very hungry!"
60.75	35	41	If you messed up your life, you could press "Ctrl, Alt, Delete" and start all over! <br>To get your daily exercise, just click on "run"! <br>If you needed a break from life, click on suspend. <br>Hit "any key" to continue life when ready. <br>To get even with the neighbors, turn up the sound blaster. <br>To add/remove someone in your life, click settings and control panel. <br>To improve your appearance, just adjust the display settings. <br>If life gets too noisy, turn off the speakers. <br>When you loose your car keys, click on find. <br>"Help" with the chores is just a click away. <br>Auto insurance wouldn't be necessary. <br>You would use your diskette to recover from a crash. <br>And, we could click on "SEND NOW" and a Pizza would be on it's way to you.
47.86	58	42	A man was fishing in the jungle.<br>After a while another angler came to join him. <br>"Have you had any bites?" asked the second man. <br>"Yes, lots," replied the first one, "but they were all mosquitoes."
79.45	1151	43	Your mama so ugly, when she went to a stripping club, they paid her to keep her clothes on.
50.64	34	44	A boy is about to go on his first date, and is nervous about what to talk about. <br>He asks his father for advice. <br>The father replies: "My son, there are three subjects that always work. These are food, family, and philosophy." <br>The boy picks up his date and they go to a soda fountain. <br>Ice cream sodas in front of them, they stare at each other for a long time, as the boy's nervousness builds. <br>He remembers his father's advice, and chooses the first topic. <br>He asks the girl: "Do you like spinach?" She says "No," and the silence returns. After a few more uncomfortable minutes, the boy thinks of his father's suggestion and turns to the second item on the list. He asks, "Do you have a brother?" <br>Again, the girl says "No" and there is silence once again. <br>The boy then plays his last card. <br>He thinks of his father's advice and asks the girl the following question: "If you had a brother, would he like spinach?"
83.38	5956	45	Yo Mamas so stupid she was yelling into the mailbox. <br>We ask her whats she doing and she said, she was sending a voice-mail.
55.22	164	46	One weekend, the husband is in the bathroom shaving when the kid he hired to mow his lawn, a local kid named Bubba, comes in to pee. <br>The husband slyly looks over and is shocked at how immensely endowed Bubba is. <br>He can't help himself, and asks Bubba what his secret is.<br>"Well," says Bubba, "every night before I climb into bed with a girl, I whack my penis on the bedpost three times. <br>It works, and it sure impresses the girls!"<br>The husband was excited at this easy suggestion and decided to try it that very night. <br>So before climbing into bed with his wife, he took out his penis and whacked it three times on the bedpost. <br>His wife, half-asleep, said, "Bubba? Is that you?"
47.97	43	47	"What is a man's idea of a balanced diet?" <br>"A Budweiser in each hand!"
86.92	1421	48	Two hunters are out in the woods when one of them collapses. <br>He doesn't seem to be breathing and his eyes are glazed. <br>The other guy whips out his phone and calls the emergency services. <br>He gasps, "My friend is dead! What can I do?" <br>The operator says "Calm down. I can help. First, let's make sure he's dead." <br>There is a silence, then a gun shot is heard. <br>Back on the phone, the guy says "OK, now what?"
75.60	54	49	A man walks into a bar and orders a shot of whiskey then looks into his pocket. <br>He does this over and over again. <br>Finally, the bartender asks why he orders a shot of whiskey and afterwards look into his pocket. <br>The man responded, "I have a picture of my wife in there and when she starts to look good then I'll go home."
83.00	3678	50	Yo mamma so ugly even Bob the Builder said, "We cant fix it."
83.73	5228	51	A teacher was teaching her second grade class about the government, so for homework that one day, she told her her students to ask their parents what the government is.<br>When Little Johnny got home that day, he went up to his dad and ask his what the government was.<br>His dad thought for a while and answered, "Look at it this way: I'm the president, your mom is Congress, your maid is the work force, you are the people and your baby brother is the future."<br>"I still don't get it" responded the Little Johnny.<br>"Why don't you sleep on it then? Maybe you'll understand it better," said the dad.<br>"Okay then...good night" said Little Jonny went off to bed. <br>In the middleof the night, Little Johnny was awakened by his baby brother's crying. <br>He went to his baby brother's crib and found that his baby brother had taken a crap in his diaper. <br>So Little Johnny went to his parent's room to get help. <br>When he got to his parent's bedroom, he looked through the keyhole to check if his parents were asleep. <br>Through the keyhole he saw his mom loudly snoring, buthis dad wasn't there. <br>So he went to the maid's room. <br>When he looked through the maid's room keyhole, he saw his dad having sex with his maid. <br>Little Johnny was surprised, but then he just realized somethingand thinks aloud, <br>"OH!! Now I understand the government! The President is screwing the work force, Congress is fast asleep, nobody cares about the people, andthe future is full of shit!"
47.36	51	52	Three guys, stranded on a desert island, find a magic lantern containing a genie, who grants them each one wish. <br>The first guy wishes he was off the island and back home. <br>The second guy wishes the same. <br>The third guy says "I’m lonely. I wish my friends were back here."
38.99	32	53	If toast always lands butter-side down and cats always land on their feet, what happens if you strap toast to the back of a cat and drop it?
85.02	1055	54	A woman goes to her boyfriend's parents' house for dinner. <br>This is tobe her first time meeting the family and she is very nervous. <br>They all sit down and begin eating a fine meal.<br>The woman is beginning to feel a little discomfort, thanks to her nervousness and the broccoli casserole. The gas pains are almost making her eyes water.<br>Left with no other choice, she decides to relieve herself a bit and lets out a dainty fart. <br>It wasn't loud,but everyone at the table heard thepouf. <br>Before she even had a chanceto be embarrassed, her boyfriend's father looked over at the dog that had been snoozing at the woman's feet and said in a rather stern voice, "Skippy!".<br>The woman thought, "This is great!" and a big smile came across her face. <br>A couple of minutes later, she was beginning to feel the pain again. <br>This time, she didn't even hesitate. She let a much louder and longer fart rip.<br>The father again looked and the dog and yelled, "Dammit Skippy!"<br>Once again the woman smiled and thought "Yes!". <br>A few minutes laterthe woman had to let another one rip. This time she didn't even think about it. She let rip a fart that rivaled a train whistle blowing! <br>Once again, the father looked at the dog with disgust and yelled,"Dammit Skippy, get away from her before she shits on you!"
70.85	298	55	"Hey what's up?"<br>"Nothing much.. converting Oxygen into Carbon dioxide."<br>"How the hell do you do that?!"<br>"Breathing... Dude."
50.36	110	56	A young boy enters a barber shop and the barber whispers to his customer, "This is the dumbest kid in the world. Watch while I prove it to you." <br>The barber puts a dollar bill in one hand and two quarters in the other, then calls the boy over and asks, "Which do you want, son?" <br>The boy takes the quarters and leaves. "What did I tell you?" said the barber. <br>"That kid never learns!" <br>Later, when the customer leaves, he sees the same young boy coming out of the ice cream store. <br>"Hey, son! May I ask you a question? Why did you take the quarters instead of the dollar bill?" <br>The boy licked his cone and replied, "Because the day I take the dollar, the game is over!"
85.86	2566	57	A newlywed couple moves into their new house. <br>One day the husband comes home from work and his wife says, "Honey, you know, in the upstairs bathroom one of the pipes is leaking, could you fix it?" <br>The husband says, "What do I look like, Mr. Plumber?" <br>A few days go by, and he comes home from work and his wife says, "Honey, the car won't start. I think it needs a new battery. Could you change it for me?" <br>He says: "What do I look like, Mr. Goodwrench?" <br>Another few days go by, and it's raining pretty hard. <br>The wife finds a leak in the roof. <br>She says, "Honey, there's a leak on the roof! Can you please fix it?" <br>He says, "What do I look like, Bob Vila?" <br>The next day the husband comes home, and the roof is fixed. <br>So is the plumbing. So is the car. <br>He asks his wife what happened. "Oh, I had a handyman come in and fix them," she says. "Great! How much is that going to cost me?" he snarls. <br>Wife says: "Nothing. He said he'd do it for free if I either baked him a cake or slept with him." "Uh, well, what kind of cake did you make?" asks the husband. <br>"What do I look like," she says, "Betty Crocker?"
71.01	281	58	My therapist says I have a preoccupation with vengeance. We’ll see about that.
84.36	494	59	Agnes married and had 13 children. <br>When her husband died, she married again and had 7 more children. <br>Again, her husband died. So Agnes remarried and this time had 5 more children. <br>Alas, she finally died.<br>Standing before her coffin, the preacher prayed for her. <br>He thanked the Lord for this very loving woman and said, Lord, theyre finally together.<br>One mourner leaned over and quietly asked her friend, "Do you think he means her first, second or third husband?" <br>The friend replied, "I think he means her legs."
32.30	38	60	A man walks into a chemist’s and says, "Can I have a bar of soap, please?" <br>The chemist says, "Do you want it scented?" <br>And the man says, "No, I’ll take it with me now."
70.92	36	61	Men want the same thing from their underwear that they want from women: a little bit of support, and a little bit of freedom.
45.48	123	62	A Mexican and a nigger are riding in car.<br>Who's driving? <br>A cop!
88.10	4960	63	So Little Johnny's teacher is warned at the beginning of the school year not to ever make a bet with Johnny unless she is absolutely sure she will win it.<br>One day in class, Johnny raises his hand and says "teacher, I'll bet you $50 I can guess what color your underwear is."<br>She replies, "okay, meet me after class and we'll settle it." But beforeclass ends, she goes to the restroom and removes her panties.<br>After class is over and the studentsclear out, Johnny makes his guess.<br>"Blue."<br>"Nope. You got it wrong," she says as she lifts her skirt to reveal she isn't wearing any underwear.<br>"Well come with me out to my dads car, he's waiting for me, and I'll get you the money." She follows him out.<br>When they get to the car she informs his dad that he got the bet wrong and that she showed Johnny that she wasn't wearing any underwear.<br>His dad exclaims: "That mother fucker! He bet me $100 this morning that he'd see your pussy before the end of the day!"
41.04	140	64	What do you call 100 niggers on the bottom of the sea?<br>A good start.
73.12	80	65	Three men were drunk and they stopped a taxi. <br>The taxi driver figured that they were not in their minds so, he just switched on the engine and switched it off and told them: "we have arrived". <br>The first man gave him money.<br>The second one thanked the taxi driver. <br>The third one slapped him (the taxi driver). <br>The taxi driver was stunned because he was hoping that none of them had realized that the car didn't move an inch, but he faked surprise and asked the third man: "what was that for?". <br>The drunken man replied: "control your speed next time! you nearly killed us!!!"
57.90	407	66	Why are niggers like sperm?<br>Only 1 in a Million actually works.
78.50	56	67	A lady at a party goes up to Winston Churchill and tells him, "Sir, you are drunk." <br>Churchill replies, "Madam, you are ugly. In the morning, I shall be sober."
80.63	2789	68	What's the difference between a black and a white fairytale?<br>White begins, "once upon a time," black begins, "y'all motherfuckers ain't gonna believe dis shit!"
43.69	92	69	What do you call two blacks on one bike?<br>Organized crime!
40.31	46	70	A man is driving his five year old to a friend’s house when another car races in front and cuts them off, nearly causing an accident. <br>"Douchebag!" the father yells. <br>A moment later he realizes the indiscretion, pulls over, and turns to face his son. <br>"Your father just said a bad word," he says. <br>"I was angry at that driver, but that was no excuse for what I said. It was wrong. But just because I said it, it doesn’t make it right, and I don’t ever want to hear you saying it. Is that clear?" <br>His son looks at him and says: "Too late, douchebag."
44.36	128	71	Why do niggers carry shit in their wallet? <br>Identification.
28.48	34	72	Two old ladies are in a restaurant. <br>One complains, "You know, the food here is just terrible." <br>The other shakes her head and adds, "And such small portions."
55.57	41	73	When Chuck Norris was born, the only person crying was the doctor.
74.50	130	74	Susan was having a tough day and after returning home she started complaining.<br>She said to her husband, "Nobody loves me….nobody cares for me..the whole world hates me!"<br>Her husband, watching TV said casually: "That’s not true dear. You are not that famous that whole world hates you. Some people don’t even know you."
23.18	81	75	If Chuck Norris ran for president, the competition would drop out, and he would get infinite terms.
68.81	53	76	Chuck Norris does not sleep. He waits.
79.95	257	77	There were 11 people – ten men and one woman – hanging onto a rope that came down from a helicopter.<br>They all decided that one person should get off, because if they didn’t, the rope would break and everyone would die.<br>No one could decide who should go, so finally, the woman gave a really touching speech saying how she would give up her life to save the others, because women were used to giving up things for their husbands and children, giving in to men, and not receiving anything in return.<br>When she finished speaking, all the men started clapping.
85.03	856	78	There used to be a street named after Chuck Norris, but it was changed because nobody crosses Chuck Norris and lives.
28.61	12	79	Definition of a man with manners – he gets out of the bath to pee.
48.13	23	80	A woman and her husband interrupted their vacation to go to the dentist. <br>"I want a tooth pulled, and I don’t want no vacaine because I’m in a big hurry," the woman said. <br>"Just extract the tooth as quickly as possible, and we’ll be on our way." <br>The dentist was quite impressed. <br>"You’re certainly a courageous woman," he said. <br>"Which tooth is it?" The woman turned to her husband and said, "Show him your tooth, dear."
78.76	433	81	Chuck Norris' tears cure cancer. Too bad he has never cried.
56.57	58	82	A cat died and went to Heaven. <br>God met her at the Pearly Gates, petted her on the head and said, "You have been a good cat for these 40 years. Anything that you want is yours for the asking." <br>The cat thought for a minute and replied, "All my life I have lived on a farm and slept on hard wooden floors. I would like a real fluffy pillow to sleep on." <br>God said, "Say no more." <br>Instantly the cat had a huge, fluffy pillow. <br>A few days later, six mice were killed in an accident, and they all went to heaven together. <br>God met them at the gates of Heaven with the same offer He made to the cat. <br>The mice said, "Well, all our lives we've had to run from dogs, cats and even people with brooms. If we could just have some little roller skates, we'd never have to run again." <br>God said, "It is done!" <br>All the mice had beautiful little roller skates. <br>About a week later, God decided to check on the cat. <br>He found her sound asleep on her fluffy pillow. <br>God gently awakened the cat and asked, "Is everything okay? How you been doing? Are you happy?" <br>The cat replied, "Oh, I've never been so happy in my life! My pillow is so fluffy, and those little meals-on-wheels you've been sending over here are delicious!"
79.10	198	83	A plane was taking off from Kennedy Airport. <br>After it reached a comfortable cruising altitude, the captain made an announcement over the intercom, "Ladies and gentlemen, this is your captain speaking. Welcome to Flight number 293, non-stop from New York to Los Angeles. The weather head is good and, therefore, we should have a smooth and uneventful flight. Now sit back and relax... OH, MY GOD!"<br>Silence followed, and after a few minutes, the captain came back on the intercom and said, "Ladies and Gentlemen, I am so sorry if I scared you earlier. While I was talking to you, the flight attendant accidentally spilled a cup of hot coffee in my lap. You should see the front of my pants!"<br>A passenger in Business class yelled, "That's nothing. You should see the back of mine!"
87.61	3453	84	A few days after Christmas, a mother was working in the kitchen listening to her young son playing with his new electric train in the living room. <br>She heard the train stop and her son said, "All of you sons of b*tches who want off, get the hell off now, cause this is the last stop! And all of you sons of b*tches who are getting on, get your asses in the train, cause we're going down the tracks." <br>The mother went nuts and told her son, "We don't use that kind of language in this house. Now I want you to go to your room and you are to stay there for TWO HOURS. When you come out, you may play with your train, but I want you to use nice language." <br>Two hours later, the son comes out of the bedroom and resumes playing with his train. Soon the train stopped and the mother heard her son say, "All passengers who are disembarking from the train, please remember to take all of your belongings with you. We thank you for riding with us today and hope your trip was a pleasant one. We hope you will ride with us again soon." <br>She hears the little boy continue, "For those of you just boarding, we ask you to stow all of your hand luggage under your seat. Remember, there is no smoking on the train. We hope you will have a pleasant and relaxing journey with us today." <br>As the mother began to smile, the child added, "For those of you who are pissed off about the TWO HOUR delay, please see the b*tch in the kitchen."
82.09	497	85	A woman and a man are involved in a car accident; it's a bad one. <br>Both of their cars are totally demolished but amazingly neither of them are hurt. After they crawl out of their cars, the woman says, "So you're a man, that's interesting. I'm a woman. Wow, just look at our cars! There's nothing left, but fortunately we are unhurt. This must be a sign from God that we should meet and be friends and live together in peace for the rest of our days."<br>The man replied, "I agree with you completely."<br>"This must be a sign from God!" The woman continued, "And look at this, here's another miracle. My car is<br>completely demolished but this bottle of wine didn't break. Surely God wants us to drink this wine and celebrate our good fortune."<br>Then she hands the bottle to the man, The man nods his head in agreement, opens it and drinks half the bottle and then hands it back to the woman. <br>The woman takes the bottle, immediately puts the cork back in and hands it back to the man. <br>The man asks, "Aren't you having any?"<br>The woman replies, "No. I think I'll just wait for the police."
82.09	375	86	Once chuck norris and time had race. <br>Result: The time is still running.
81.01	301	87	A little old lady entered the main branch of a large downtown bank with a large grocery bag in her arms. <br>She told the teller that she wanted to open an account to make a substantial deposit, in excess of $200,000. <br>Further, she said that since such a large sum was involved, she would deal only with the president of the bank to make the necessary arrangements.<br>The teller looked in the bag and confirmed that it was, in fact, full of cash. He called upstairs and explained the situation to the bank president, who agreed to see the woman. <br>The teller escorted her to the president’s office, and the president invited her to have a seat, which she accepted.<br>She repeated her request to open an account.<br>The president said he would take care of it personally, but his curiosity was killing him. He said, "Mind if I ask how you happened to come into such a large sum of cash?"<br>"Not at all," was her reply. "I bet."<br>"You bet?" he countered. "At the racetrack, or on professional sports, or in casinos...?"<br>"Nothing like that," she said. "I just... bet. For example, I`ll bet you $50,000 that by tomorrow morning your balls will be square."<br>The president chuckled but, seeing that the lady had the funds to back up such a wild bet, agreed. They shook hands on it, and she promised to return at nine the next morning to follow up, and left.<br>As the day wore on, the president found himself frequently checking to make sure that all was in order. It was, but just as a precaution he cancelled his regular Tuesday-afternoon golf match and went home early.<br>The next morning when he showered, he was actually quite relieved to find that nothing had changed drastically while he slept. He confidently headed for the bank, laughing all the way at the unexpected windfall that was about to become his.<br>The little old lady showed up promptly at the appointed hour, accompanied by a young man. When the president asked who he was, she replied that he was her lawyer, who she always brought along when payoffs involving significant sums were involved.<br>The president told her that sorry, she had lost that particular bet, so the funds would be outgoing rather than incoming. She insisted on examining the evidence for herself, considering the amount at stake.<br>He deemed it a reasonable request under the circumstances, so he stood up, unbuckled his belt and dropped his pants. <br>She proceeded to closely inspect his jewels for any abnormalities.<br>As she did, the president noticed that her lawyer was standing in the corner, banging his head against the wall. <br>He asked the lady, "What’s the matter with him?"<br>She paused her inspection long enough to glance at the lawyer and replied, "Oh, him. I bet him $250,000 that before ten A.M. today I`d have the president of the bank by the balls."
79.06	176	88	If Chuck Norris was a spartan the movie would be called "1".
62.69	161	89	A man walks into his house with a duck under his arm. <br>He walks up to his wife with it and says, "This is the pig I've been f*cking'." <br>His wife says, "That's a duck." <br>He quickly replies, "I wasn't talking to you."
81.00	90	90	Murphy's Laws of Computing<br>1. When computing, whatever happens, behave as though you meant it to happen.<br>2. When you get to the point where you really understand your computer, it's probably obsolete.<br>3. The first place to look for information is in the section of the manual where you least expect to find it.<br>4. When the going gets tough, upgrade.<br>5. For every action, there is an equal and opposite malfunction.<br>6. To err is human.. to blame your computer for your mistakes is even more human, it is downright natural.<br>7. He who laughs last probably made a back-up.<br>8. If at first you do not succeed, blame your computer.<br>9. A complex system that does not work is invariably found to have evolved from a simpler system that worked just fine.<br>10. The number one cause of computer problems is computer solutions.<br>11. A computer program will always do what you tell it to do, but rarely what you want to do.
71.30	622	91	What starts with "F" and ends with "UCK"? <br>"firetruck"! What were you thinking? <br>What starts with "P" and ends with "ORN"? <br>"popcorn"! What were you thinking?!
60.05	212	92	A man came up with a new invention, a vibrating tampon. <br>That way a woman can be at her best when she is at her worst.
66.93	85	93	What do a gynecologist, and a pizza delivery guy have in common? <br>They both can smell it, but they can't eat it!
76.43	241	94	Yo mama is so stupid, when I offered her animal crackers she said no thanks, I'm a vegetarian.
57.45	211	95	Sex is hereditary. If your parents never had it, chances are you won't either.
80.66	1958	96	Your mama is so ugly, that she made a blind kid cry.
57.18	93	97	How can you get AIDS from a toilet seat? <br>By sitting down before the last guy gets up.
